user_id	friend_id
7905607	5554903
10884154	5554903
11144481	5554903
14229678	5554903
14578570	5554903
14700871	5554903
14716953	5554903
15954094	5554903
2061348	2705313
6398108	2705313
9062879	2705313
9995360	2705313
2062264	3188749
2064762	2913880
5676941	2913880
2065883	2577741
2069487	2251585
11430053	2251585
11701068	2251585
20833270	2251585
2071701	2493906
8556727	2493906
14233481	2493906
14811586	2493906
15466944	2493906
20214225	2493906
21100541	2493906
24105530	2493906
24297462	2493906
2072646	2945348
2073140	2108043
2073404	2936700
2073404	5057042
3734987	5057042
6014236	5057042
14529032	5057042
20900085	5057042
31891104	5057042
2076073	4154850
2076073	2016788
2084858	5249678
17443976	5249678
34435302	5249678
40157035	5249678
50008138	5249678
2086068	2677721
6064623	2677721
8241460	2677721
8325289	2677721
12215837	2677721
2086068	2198590
2086068	3518544
2227984	3518544
4706697	3518544
11150464	3518544
2087614	2440593
2512183	2440593
4160691	2440593
9588166	2440593
2091317	3258276
2095195	4822375
2095754	2043453
2219753	2043453
2096336	2653138
2096360	2032776
3012451	2032776
2096360	2945101
3039770	2945101
2097525	2920678
7742187	2920678
12089911	2920678
14331977	2920678
2102520	2170339
2103423	2450089
2127306	2450089
6782979	2450089
8073522	2450089
10925897	2450089
11239318	2450089
17273528	2450089
18478179	2450089
2103423	2430214
2638200	2430214
4094165	2430214
5089783	2430214
2103555	2559184
2840594	2559184
2103647	5202080
2106163	2795849
2106482	2355345
2606512	2355345
2106499	3800889
4833391	3800889
5931520	3800889
22119776	3800889
2106499	4440426
3942540	4440426
7200152	4440426
8712884	4440426
27763627	4440426
2108043	2073140
7141657	2073140
2109687	4207925
2294885	4207925
2402401	4207925
2495032	4207925
3454309	4207925
3549857	4207925
3681484	4207925
4029687	4207925
4083023	4207925
4704025	4207925
5620061	4207925
6488763	4207925
7194586	4207925
8671449	4207925
9023083	4207925
9024234	4207925
9059383	4207925
9857665	4207925
10653931	4207925
13072072	4207925
14303103	4207925
15090559	4207925
15324504	4207925
17114725	4207925
19556828	4207925
19973606	4207925
28210061	4207925
28546722	4207925
32088865	4207925
35451577	4207925
47796434	4207925
47971583	4207925
2115322	2627844
2568496	2627844
3034104	2627844
4581281	2627844
2115525	2133352
8049814	2133352
2117366	2182934
2121231	2110860
2121407	4267131
2415525	4267131
2121794	2643401
10182675	2643401
2126581	2611775
4549557	2611775
2128910	2035866
4472273	2035866
2133352	2115525
2133523	3238700
2133523	2552630
4358282	2552630
4358958	2552630
2133523	2998530
2133692	4939506
5727948	4939506
10226942	4939506
2134164	5276009
2134164	3110560
2134751	2722796
2176087	2722796
3039813	2722796
2135847	2492011
2137467	2533572
3539344	2533572
2140839	3385917
2142685	2214888
2144311	2330021
2146029	2384935
2146973	5340472
9411776	5340472
2146973	5199929
38094015	5199929
2146973	3087021
2705313	3087021
10956662	3087021
2147380	5263115
2633112	5263115
3192880	5263115
18474226	5263115
18698664	5263115
20419957	5263115
2147418	3804000
3198981	3804000
6100465	3804000
29873129	3804000
2147418	2782768
5170358	2782768
6589025	2782768
10601238	2782768
2149968	1047729
5327608	1047729
13462185	1047729
2149968	2426393
2149968	4502858
2368681	4502858
2623902	4502858
4617765	4502858
14352318	4502858
17929474	4502858
2152071	2680819
2158373	2026899
36984290	2026899
2158373	3635271
12389881	3635271
2160615	5390890
2166373	5257309
4132175	5257309
7768595	5257309
31155605	5257309
2168442	2455920
2170339	2102520
2170363	2817353
2172119	1064882
6096249	1064882
9063558	1064882
9091122	1064882
2174379	2747640
2174433	3197019
2175742	2542016
4590174	2542016
12495931	2542016
12913071	2542016
16557744	2542016
2176276	2389446
2176276	4768346
2176276	2599631
2176276	5350398
2176550	2595445
5096259	2595445
2176839	3026536
13867160	3026536
2176839	2222273
2755790	2222273
3026536	2222273
3114192	2222273
2177008	2176276
2389446	2176276
2599631	2176276
4768346	2176276
5350398	2176276
6532062	2176276
2179977	4212220
46658232	4212220
2182934	2117366
2183472	2183546
2183546	2183472
2185048	4735480
48008610	4735480
2185048	2458987
4735480	2458987
2185180	2661484
2185493	2194634
2185669	2447205
3594345	2447205
2186453	4596159
2190588	3114538
7702341	3114538
10780656	3114538
2190662	2004595
4074209	2004595
2190662	4382164
2439159	4382164
2191215	4078286
2192894	3370780
2193161	5605288
2434985	5605288
3529955	5605288
6816400	5605288
42109362	5605288
2194140	2200746
2194634	2185493
2196169	4831549
2197281	4936240
7878900	4936240
2197593	3313368
2518187	3313368
2767377	3313368
3389142	3313368
3657379	3313368
4464409	3313368
5141704	3313368
6218475	3313368
6856101	3313368
7139700	3313368
7311043	3313368
7377446	3313368
7913454	3313368
7972651	3313368
8011800	3313368
8715033	3313368
8757520	3313368
9526388	3313368
11537872	3313368
12299563	3313368
12319354	3313368
12995805	3313368
14354529	3313368
16854699	3313368
18894495	3313368
19757638	3313368
21452100	3313368
21719870	3313368
23820454	3313368
24918376	3313368
26802060	3313368
27282898	3313368
28961550	3313368
29471703	3313368
31065891	3313368
35566771	3313368
36259590	3313368
36804578	3313368
39025808	3313368
40873085	3313368
45646234	3313368
2198590	2086068
2677721	2086068
48106142	2086068
2198623	2275310
2200746	2194140
2201055	5494927
3233057	5494927
7579533	5494927
2201371	3017731
22447648	3017731
2201447	3575861
3462408	3575861
7923562	3575861
8325289	3575861
2214888	2142685
2218532	4582192
2567958	4582192
2223693	2806363
26655124	2806363
2229184	3723507
3393530	3723507
6734736	3723507
2230712	2546049
10284619	2546049
2230712	4487915
4748862	4487915
8267446	4487915
2233711	3472058
2236709	2236765
2236765	2236709
5741017	2236709
2239988	3307035
3453817	3307035
5836049	3307035
6266672	3307035
8472611	3307035
2239988	3453817
3307035	3453817
4557206	3453817
8239713	3453817
34589881	3453817
2241192	4192509
2244137	4519499
2550935	4519499
6913483	4519499
7583016	4519499
2244707	2484559
13705924	2484559
2244879	2368074
2246396	3232668
6049613	3232668
2246757	2665624
3735715	2665624
4200432	2665624
4893733	2665624
2249045	3449044
2251585	2069487
7396503	2069487
2257572	2625109
5483147	2625109
2259900	2480704
49518860	2480704
2260694	2438808
2261354	2533334
2265552	2687631
3814692	2687631
6337866	2687631
8275614	2687631
45241810	2687631
2265967	4403900
2577741	4403900
4272616	4403900
4855939	4403900
5268360	4403900
5438551	4403900
5582889	4403900
5639331	4403900
5971713	4403900
7194586	4403900
7584008	4403900
7921154	4403900
9625140	4403900
9696236	4403900
9966431	4403900
10315703	4403900
10884154	4403900
11194476	4403900
12001345	4403900
12384284	4403900
12503693	4403900
14175066	4403900
14229917	4403900
14754288	4403900
15322142	4403900
16264993	4403900
16340082	4403900
16761434	4403900
16873185	4403900
17260209	4403900
17434000	4403900
17836319	4403900
18143472	4403900
19585956	4403900
21977546	4403900
24776951	4403900
26890060	4403900
32203614	4403900
35167784	4403900
36008861	4403900
38944112	4403900
39059552	4403900
40106651	4403900
40605868	4403900
41713486	4403900
41926540	4403900
45550862	4403900
48174137	4403900
2267891	3010145
5325595	3010145
13312841	3010145
2269169	3610181
2269548	2313298
2274811	2031865
3745026	2031865
5716643	2031865
9455780	2031865
47804108	2031865
2275310	2198623
2276550	2297131
3082665	2297131
13285072	2297131
22132813	2297131
22695039	2297131
42351217	2297131
45189260	2297131
45439622	2297131
2277139	3476136
17348128	3476136
2277139	3161050
2282471	3841865
2283086	2315290
5591386	2315290
10321487	2315290
14191433	2315290
28628336	2315290
2285020	4316900
2602688	4316900
2843675	4316900
5640727	4316900
2285020	1065697
2286167	3239397
6491593	3239397
6939724	3239397
8325987	3239397
10717900	3239397
26591403	3239397
33078541	3239397
39611529	3239397
2298715	5107321
2302641	2886805
5681334	2886805
18932267	2886805
2302641	3989822
2305051	4739969
2305743	2345042
4302538	2345042
7050413	2345042
2306730	3869704
2306730	2204432
2311227	5166362
3675770	5166362
2311227	5069
11211176	5069
13911232	5069
2312011	2530210
2979372	2530210
9525581	2530210
2313298	2269548
2313341	1073624
17316490	1073624
2315290	5591386
6847345	5591386
2317690	2663567
2320061	5303086
9464034	5303086
2322458	2323195
8275667	2323195
19668392	2323195
21069679	2323195
27008123	2323195
38612064	2323195
40212905	2323195
45677854	2323195
2323423	5459640
2323914	3856092
2324069	4744734
2326592	4729359
10205354	4729359
2327961	5289244
3307035	5289244
3628083	5289244
6747084	5289244
2330021	2144311
2331805	3007944
40388062	3007944
2332681	3490539
2339189	4154396
3995827	4154396
6312441	4154396
37559722	4154396
2339189	5093113
2339189	3995827
4154396	3995827
6312441	3995827
2341086	3233931
27587240	3233931
2342333	4569494
2342669	3484539
2344805	3254377
4255481	3254377
2345042	4302538
2346615	3994041
2346667	3633602
2346667	4122257
2708771	4122257
6713966	4122257
16459421	4122257
2348952	2837109
40890739	2837109
2349324	5100807
2350798	2461558
2351951	2557127
2351951	4715708
2352464	2297466
47078180	2297466
2354349	3475767
2659870	3475767
5548811	3475767
29538000	3475767
40472311	3475767
2355345	2606512
2355345	2106482
2357455	4190557
4701048	4190557
2357455	2434985
9858682	2434985
2358362	2683703
3594568	2683703
4839999	2683703
11107961	2683703
31465731	2683703
2359708	3656818
2360517	2746936
21007142	2746936
2364460	2873158
5407677	2873158
8915979	2873158
2366488	4776129
2366488	5450793
8143928	5450793
2368074	2244879
2374752	3078076
5432528	3078076
2375432	3170654
2375741	4233720
2600131	4233720
46258165	4233720
2375741	4424192
2381323	3517033
26723068	3517033
2381323	2430646
2381564	5065666
2381685	4826758
33691117	4826758
2383779	5534206
3035191	5534206
3137719	5534206
3841818	5534206
4564018	5534206
4727823	5534206
4888430	5534206
5216742	5534206
6661114	5534206
11104547	5534206
11862485	5534206
12319354	5534206
17461769	5534206
27977503	5534206
46910718	5534206
48883981	5534206
2383779	1047533
2813792	1047533
7428092	1047533
9018756	1047533
9341753	1047533
11301051	1047533
13356377	1047533
20307198	1047533
2383779	2812524
2384375	2398764
2384935	2146029
2392933	4390037
14676411	4390037
2395260	3397013
5502851	3397013
2398370	4029457
10441275	4029457
2398764	2384375
2399370	4793912
2399573	1072954
2401202	2409931
2401335	4904510
2401932	3844738
10563676	3844738
2401932	5238259
4495742	5238259
10563676	5238259
2401932	2410164
5034421	2410164
5592446	2410164
25560909	2410164
37549950	2410164
47461038	2410164
2402373	5506484
2402373	2433098
2402694	3750098
2655702	3750098
32915137	3750098
2408409	3114632
2566537	3114632
4413121	3114632
5711380	3114632
20625426	3114632
2408591	5203062
4183912	5203062
7819982	5203062
49407461	5203062
2408591	2223693
2806363	2223693
2410164	5592446
6469322	5592446
36915211	5592446
2410164	5034421
4548084	5034421
9633946	5034421
40704341	5034421
2415525	4663288
4267131	4663288
33207952	4663288
46640798	4663288
2415525	2121407
4267131	2121407
33207952	2121407
2416530	3413922
2425573	3626363
2426252	2049551
2429166	4650108
2430214	2638200
2430214	2103423
33964840	2103423
2430214	4094165
5089783	4094165
8656888	4094165
2430214	5089783
4094165	5089783
2430646	2381323
30802473	2381323
37786012	2381323
40086507	2381323
2430646	2854461
2430793	5403529
2433098	2402373
5506484	2402373
2433117	3002671
2434110	2548816
2501780	2548816
3114632	2548816
3170766	2548816
3535520	2548816
3714995	2548816
4382100	2548816
4413121	2548816
4829228	2548816
5037301	2548816
5103448	2548816
5153589	2548816
5199231	2548816
5313135	2548816
5473298	2548816
6038085	2548816
6051963	2548816
6396503	2548816
6398525	2548816
6519221	2548816
6973609	2548816
6981895	2548816
7304369	2548816
7386648	2548816
7447795	2548816
7649942	2548816
7669786	2548816
7866510	2548816
7878348	2548816
8163547	2548816
8167659	2548816
8224693	2548816
9343085	2548816
9486839	2548816
9746990	2548816
9789694	2548816
9871222	2548816
9972369	2548816
10001453	2548816
10006241	2548816
10131595	2548816
10165364	2548816
10166810	2548816
10182599	2548816
10377558	2548816
10555696	2548816
10608094	2548816
10701512	2548816
10851539	2548816
10888234	2548816
11200320	2548816
11376960	2548816
11447278	2548816
11954627	2548816
12055328	2548816
12257176	2548816
12435872	2548816
12994142	2548816
13127836	2548816
13197178	2548816
13793778	2548816
13868218	2548816
13988851	2548816
14135667	2548816
14405134	2548816
14474839	2548816
14713634	2548816
14720127	2548816
14898676	2548816
15081227	2548816
15438415	2548816
15546819	2548816
16025767	2548816
16524280	2548816
16570601	2548816
16771997	2548816
17179199	2548816
18799361	2548816
18889754	2548816
19157106	2548816
19269412	2548816
19488988	2548816
19568416	2548816
19691313	2548816
19733982	2548816
19805082	2548816
20303235	2548816
20332937	2548816
20355221	2548816
21527082	2548816
21605097	2548816
21995825	2548816
22232888	2548816
22269717	2548816
22564847	2548816
23573988	2548816
24086879	2548816
25188250	2548816
25417125	2548816
25554161	2548816
25559469	2548816
25686449	2548816
26794986	2548816
27356467	2548816
27419635	2548816
28396291	2548816
29272502	2548816
29864107	2548816
30071501	2548816
30334310	2548816
30351997	2548816
30584880	2548816
30789895	2548816
30793035	2548816
30986002	2548816
31606440	2548816
31713018	2548816
31801621	2548816
32049218	2548816
32329789	2548816
32335708	2548816
33027306	2548816
33229230	2548816
33588812	2548816
34823492	2548816
35081261	2548816
35401641	2548816
35860351	2548816
36156519	2548816
36190199	2548816
36432476	2548816
36642415	2548816
37095321	2548816
37826142	2548816
38133527	2548816
39541724	2548816
40305131	2548816
41549925	2548816
42703929	2548816
42776909	2548816
42847433	2548816
45811846	2548816
47325322	2548816
47803091	2548816
47872746	2548816
49687668	2548816
2434110	5267684
2434979	3415819
5915697	3415819
9064854	3415819
23830239	3415819
2434985	3393530
3723507	3393530
12326944	3393530
29621382	3393530
2436341	3473393
2436468	2007044
46587112	2007044
2436835	5120459
4311053	5120459
2438808	2260694
2438996	4906553
2440593	2087614
31897643	2087614
2440593	4160691
2512183	4160691
2442080	5139746
2445122	2910129
2545621	2910129
3288496	2910129
2445122	2545621
19995808	2545621
2446387	3611065
2447205	2185669
2447205	3594345
2447371	2469466
5408912	2469466
2449526	3155151
2450089	2127306
5993326	2127306
2450792	2530250
2570142	2530250
46193172	2530250
2452197	2997358
5342488	2997358
2454603	3397619
2455789	2401335
4904510	2401335
19206248	2401335
2455920	2168442
2457888	4340939
3313280	4340939
2458385	2818482
2458987	2185048
4638772	2185048
4735480	2185048
2459252	5324408
6005500	5324408
6311104	5324408
26018001	5324408
2459252	4763308
5780514	4763308
13692535	4763308
17421749	4763308
2461558	2350798
2461590	2922154
2461663	3302915
8528685	3302915
8594024	3302915
14629790	3302915
29984056	3302915
38185198	3302915
46775745	3302915
2461663	5243503
2463927	5200605
22072137	5200605
2464567	5357946
10914944	5357946
2465479	1073613
3082039	1073613
41913790	1073613
2466250	5468006
2466250	2683700
2466994	4741243
8996460	4741243
2467032	4566266
2468009	2602688
2468940	3795103
8165873	3795103
8932600	3795103
14127895	3795103
2469466	5408912
10462822	5408912
17060510	5408912
2469466	2447371
2475895	3313363
2480481	2561906
2480704	2259900
6661114	2259900
2480984	2878866
2484559	2244707
37350473	2244707
2485197	2482724
5899125	2482724
10407909	2482724
2488899	3742477
3407107	3742477
6057207	3742477
39872908	3742477
2488899	3495269
2491331	3873064
14465200	3873064
20875331	3873064
2491769	3336584
7371137	3336584
10727774	3336584
2492011	2135847
29628981	2135847
2493600	2972018
2495000	3498735
2495032	3316093
3316167	3316093
5655914	3316093
6981421	3316093
7221204	3316093
7352847	3316093
34326991	3316093
2499597	3571331
2499847	2570455
2505604	4407271
3413851	4407271
2505604	3413851
4407271	3413851
2509636	5297420
2510859	4352862
24757459	4352862
33298215	4352862
40412625	4352862
48974382	4352862
2511742	5049525
2512183	1073993
3134976	1073993
4710662	1073993
2514495	5480142
15865199	5480142
19210499	5480142
20224227	5480142
2519496	3335103
2522486	4332916
2522771	2932719
2526206	3573297
2592390	3573297
6472144	3573297
2526329	2913931
2867670	2913931
3494265	2913931
2526456	5531641
13199092	5531641
2526456	2765086
2530210	2312011
4113814	2312011
5033884	2312011
7302119	2312011
27347248	2312011
2530210	2979372
3115048	2979372
2530250	2450792
2530250	2570142
7390925	2570142
2532597	2926110
6241566	2926110
8638085	2926110
22717513	2926110
24255514	2926110
2533009	2734057
2533531	5104567
2533572	3539344
2533572	2137467
18843962	2137467
2533672	2503127
5063577	2503127
6464898	2503127
18871562	2503127
19765543	2503127
2536122	3288541
5635090	3288541
2536636	3421628
2538364	1002697
3678813	1002697
2540875	5302726
2541138	5384175
17323023	5384175
27058134	5384175
32329789	5384175
49644001	5384175
2542016	3591913
2575326	3591913
4763748	3591913
5590461	3591913
7062952	3591913
48522853	3591913
49305161	3591913
2542664	5198686
10040815	5198686
2545621	2445122
2546049	2230712
4487915	2230712
47892902	2230712
2546701	2595086
2546953	5093956
36093566	5093956
2546953	4442715
2547434	2368146
18954606	2368146
40212905	2368146
2549674	2720912
3453817	2720912
4028212	2720912
4657375	2720912
7371137	2720912
7920118	2720912
9263946	2720912
31538972	2720912
2551211	4747975
25996187	4747975
2551602	2612193
2614908	2612193
16125937	2612193
2552630	4358282
2552630	2133523
2998530	2133523
3238700	2133523
2552630	4358958
2554924	3475627
2557127	2351951
4715708	2351951
2559184	1065441
3020836	1065441
13522345	1065441
17557086	1065441
36358212	1065441
42662076	1065441
2559184	2103555
7944284	2103555
2561906	2480481
2565627	2030280
47778909	2030280
2565812	2623902
4112504	2623902
4502858	2623902
7231372	2623902
38792804	2623902
2568496	1072752
3321724	1072752
4785595	1072752
4842937	1072752
5253678	1072752
5376258	1072752
2568496	1062818
2569443	4480123
2911582	4480123
16474498	4480123
40319089	4480123
2570263	3366243
2570455	2499847
14477850	2499847
2571800	5382476
2571800	3316541
4915197	3316541
2571833	5232547
2606227	5232547
5333927	5232547
10252287	5232547
2572779	2941199
12462201	2941199
2574522	4221498
8995062	4221498
10608954	4221498
21318638	4221498
2575531	3273915
2575817	2613496
2577741	2065883
2584758	3072913
3170116	3072913
5235775	3072913
7538445	3072913
15665318	3072913
29041375	3072913
39051987	3072913
40867247	3072913
46193190	3072913
2585812	5130635
2596727	5130635
3100054	5130635
3435318	5130635
20335686	5130635
38768311	5130635
2589042	5134092
2592390	2634115
2595086	2546701
2595086	2625397
4194352	2625397
2595445	5096259
41926454	5096259
2595445	2176550
2596727	5529791
2597871	3236359
37114087	3236359
40377663	3236359
2600131	3715356
2663987	3715356
2677136	3715356
5467391	3715356
2600131	2677136
3715356	2677136
15739176	2677136
2602688	2468009
3603292	2468009
17535269	2468009
41607969	2468009
2605179	5464534
40464030	5464534
2605543	3529955
5605288	3529955
2606692	4407908
3994340	4407908
2607655	3756164
3159600	3756164
4906926	3756164
8305909	3756164
38484555	3756164
41550023	3756164
48543155	3756164
48750148	3756164
2608895	5137317
2610480	5515573
2611416	2677097
2611775	2126581
2612193	2551602
2618299	3343768
2618462	2568802
17932803	2568802
2621458	5256052
3146390	5256052
5516639	5256052
24297884	5256052
2622652	2325631
2623165	2657624
3516340	2657624
11763272	2657624
14606253	2657624
15820244	2657624
18133141	2657624
18138523	2657624
18713987	2657624
30363995	2657624
34064662	2657624
2623902	4112504
3713179	4112504
14352318	4112504
38792804	4112504
2625397	4194352
2625685	4971445
10255529	4971445
2627098	5318582
3933610	5318582
10633063	5318582
13580069	5318582
2627098	3127667
4944101	3127667
2627098	3517568
2627844	4581281
5386631	4581281
5741017	4581281
2630994	4881856
11513927	4881856
2632188	4181235
2634115	2592390
3573297	2592390
2636449	3882114
3410414	3882114
8122101	3882114
26189692	3882114
2637232	3338478
2640549	5168171
4523353	5168171
2642472	4632502
2642472	1057727
2690758	1057727
6157737	1057727
7371116	1057727
16754219	1057727
47892902	1057727
2644695	4754088
8585906	4754088
11976740	4754088
2645123	4442304
2645313	3426866
2645313	3166317
3328723	3166317
9241081	3166317
22735418	3166317
47250113	3166317
2647267	2427003
7267990	2427003
7634334	2427003
8151562	2427003
8499966	2427003
13840456	2427003
29596143	2427003
30001336	2427003
31953026	2427003
49081946	2427003
49637882	2427003
2647762	2391999
8397096	2391999
2648746	3767277
5879371	3767277
2653138	2096336
10116698	2096336
11232648	2096336
2653585	4601294
11529064	4601294
2653585	2859144
20518880	2859144
2654346	4950496
2656256	5459196
2656959	3411668
2656959	2672262
2658791	4598733
3752224	4598733
8687631	4598733
2662811	3286004
2663567	2317690
14406401	2317690
2663649	5076545
2664154	3412518
26705762	3412518
2668660	2836949
4320135	2836949
2670840	4798364
4851707	4798364
46552740	4798364
47698416	4798364
2672262	2656959
3411668	2656959
2673184	3033153
4607357	3033153
8224449	3033153
2675124	3167978
3412886	3167978
2675124	4104222
5274378	4104222
5323900	4104222
26569865	4104222
36403103	4104222
2676222	3752449
7968076	3752449
2677097	2611416
2677136	2600131
3715356	2600131
4233720	2600131
2678082	1053592
2732214	1053592
3540222	1053592
4364631	1053592
2678377	4878355
19923791	4878355
2680819	2152071
2681737	3796654
3841174	3796654
8073941	3796654
11677401	3796654
24694978	3796654
2681737	4287791
21880315	4287791
2683700	2466250
5468006	2466250
2684584	4523353
5168171	4523353
2687631	3814692
9284607	3814692
2688534	4447744
2689446	2396616
6178757	2396616
7866119	2396616
12192147	2396616
31286985	2396616
2689446	5444349
5243503	5444349
5443903	5444349
5695578	5444349
13272667	5444349
2690758	3132566
2705313	2659870
3139763	2659870
3475767	2659870
3508078	2659870
3681834	2659870
4570988	2659870
4600409	2659870
4783350	2659870
9865001	2659870
13278079	2659870
28800360	2659870
34210019	2659870
41584486	2659870
46941961	2659870
2708139	3822700
4260028	3822700
5266320	3822700
9469260	3822700
13840456	3822700
2708306	4561326
2708306	4933892
3751377	4933892
15893157	4933892
2708306	3751377
2708800	4977692
2709339	3146390
3296689	3146390
5256052	3146390
7171618	3146390
2710520	1007547
2719019	4833457
2720912	4028212
2722796	3039813
40291737	3039813
2722796	2134751
2722796	2176087
2722846	1049656
5999928	1049656
2724525	3056537
2725540	3109021
12094476	3109021
2734057	2533009
2736965	2737021
2737021	2736965
2739111	2880592
2739111	3672381
48578695	3672381
2742695	5369379
22423909	5369379
40408395	5369379
2744230	3957149
2744526	3433647
2746936	2360517
2747616	3065491
2747640	2174379
2755405	3443040
6823047	3443040
2761038	4408155
4304774	4408155
34357455	4408155
45546812	4408155
2761119	3566109
2761129	3395309
12175364	3395309
2763800	4358907
5203330	4358907
9414188	4358907
